canonical_student_id,source_ids,classification,current_status,current_plan,contract_start,existing_cancellation_evidence,confidence_evidence,recommended_action
,b0f3ce4f95412f94,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,be5c0db205ad5ba7,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,e2c5af6fcf16bdf0,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,5f2ffb7b9be49a4e,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,5d22d6b16d5d61cd,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,8c204bc0954be364,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,21247cd3dc3b842e,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,8766ec7a12f562a4,AMBIGUOUS,UI_ACTIVE_FLAG_NAO,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,e5f5d3df0f59873e,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,996721ff550cddf2,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,12f6362f705030f1,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,08c788641eca41ff,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,e57193260eb295fb,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,b373e615470af524,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,ce3a6d097620966f,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,f27ef3531f23f82c,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,9ddad0d5fb1841c5,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,9dbfdb3060084ba2,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,6b061aed21734cbe,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,82ba33b72fa77d33,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,de25ac9cdf90ba4f,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,e43b51bf06729df7,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,4fc89df24b198a0c,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,451870b099642a88,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,72839048c3fe1474,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,58c294fd4d5a5d38,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,9539b45947ff5c6c,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,1c55498cb0603257,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,9318832bec28d752,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,21e15f7cec481948,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,c1329beeecce8c45,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,030ae7480b8e7bea,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,7a0517ca1e1a269a,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,ffc50df2c1c1a310,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,dc3babfa7beb6a78,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,f4f7cfc88543dd52,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,40fe5d2fe25c1bdc,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,464b71adddf73ea2,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,935f2ca672bbc25b,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,e37eaf9c7fc7d875,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,ef624dbeb36c9e39,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,d13cb8e054741b53,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,191dc31e85173b49,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,8b4ea6d73efd881e,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,dad06e6e626ae114,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,9750f7bb22cc03da,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,4f0d60a9c7138772,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,4e4b0f3a98291e19,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,1d2051846e7bfe88,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,1cc8ace160bcc57e,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,3f0e2f3e725401bd,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,8c125ee4ef85d4b2,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,d3fa2c8d72df36b7,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,ac9d22d3e21c551a,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,0d2ab54b47559692,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,7a9eb452193589f4,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,90035e105d8f216c,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,c094910e9c5ca9fa,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,e8dcb3f9c2d851a7,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,a66e5ee501572ad1,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,519b31f565af5474,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,59a91a28ade7b015,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,15149cc4c543279d,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,56bb06521d12c45a,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,8fdad843ef071d7a,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,42c9720447e345da,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,d663925e382d6676,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,713d9f995e3db4bd,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,8c63a5b0d6ca4b46,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,7c72df3ce36ef9a2,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,235d01864d4a2871,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,6cd0401404fad712,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,9d3eb4a181695695,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Premium,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,d4b24c9eba7ef9ea,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,a109a12bc7f61189,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,8ee6a6dfcb376ca7,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,7e1816e8ac5e516a,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,f936770f28b27aa3,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,f47f2bdb6f46677e,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,6bdfb76a29d500c3,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,4426433d37045c90,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Turma,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,9337229e5cf061f3,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,b8e220d34fe4fdbd,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,89f9090e78586352,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,7b34cb71f3a41bde,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,4f95125272a8a3ae,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,3b1c3b5f7b1105f3,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,539cedc67f46e568,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,9205ead34add02b8,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,a9bf39d21614f383,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,f4f793a5994a772a,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,a560b3f246fd9cda,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,e0ece86382bc08b3,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,,,NOT_EXPORTED,UI_ID_ONLY,Read full Firestore identity and contract evidence; no backfill until reconciled
,7ddabf55570d9c18,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Gold,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
,08e053630e8efc44,AMBIGUOUS,UI_ACTIVE_FLAG_SIM,Diamond,,NOT_EXPORTED,EXACT_UI_PEDAGOGICAL_ID,Read full Firestore identity and contract evidence; no backfill until reconciled
