identifier,source,classification,reason,conflicting_data,manual_action
"7ddabf55570d9c18","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":24,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"d3fa2c8d72df36b7","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":12,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"872d3acef6df3717","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":73,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"68a1f8eb1b17a522","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":47,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"f1fcf0458938c8da","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":12,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"4f95125272a8a3ae","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":72,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"8c47581e5aa1228f","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"3f0e2f3e725401bd","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"235d01864d4a2871","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"d4b24c9eba7ef9ea","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"3b97e3ee11bbae16","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":24,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"b58a0122faef0144","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":48,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"91b652f81c126fa7","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":48,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"a2c7aebc836afbb7","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":36,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"de25ac9cdf90ba4f","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":24,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"e37eaf9c7fc7d875","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":36,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"d2ce605244023369","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":12,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"78baf8c1817166c7","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"7c9434a7f0d1c48f","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"7858899362d5c00d","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":72,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"6cd0401404fad712","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"a9bf39d21614f383","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"1c71c2bd24553b5b","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"4f0d60a9c7138772","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"7905180c6f632a33","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":24,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"68c49d7c299aa4d7","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"191dc31e85173b49","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"188b2a0ec72003ae","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":24,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"94ac72e52a5e058d","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":12,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"bc148518911e314e","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":36,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"8b35ccf30f40d945","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"f4f793a5994a772a","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"be5c0db205ad5ba7","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":12,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"ac9d22d3e21c551a","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
"6c959ab4360d1678","pedagogical_student_reference","AMBIGUOUS","firestore_export_unavailable","{""pedagogical_rows"":60,""canonical_subscriptions"":0}","Export Firestore users and dated lifecycle history; do not infer active status, notice or churn from lessons."
